,Sample,bacterium,Relative_abundance,Sort3
1391,QHDYW2,Bradyrhizobium_viridifuturi,0,Black-headed gull
1392,QHDYW2,Others,0.0618500000000068,Black-headed gull
1393,QHDYW2,Exiguobacterium_undae,0,Black-headed gull
1394,QHDYW2,Escherichia_coli,7e-05,Black-headed gull
1395,QHDYW2,Saccharomyces_cerevisiae,0.17793,Black-headed gull
1396,QHDYW3,Escherichia_coli,0.02785,Black-headed gull
1397,QHDYW3,Catellicoccus_marimammalium,99.13013,Black-headed gull
1398,QHDYW3,Bradyrhizobium_viridifuturi,0,Black-headed gull
1399,QHDYW3,Saccharomyces_cerevisiae,0.17568,Black-headed gull
1400,QHDYW3,Clostridium_perfringens,0,Black-headed gull
1401,QHDYW3,Microcystis_aeruginosa,0,Black-headed gull
1402,QHDYW3,Unclassified,0,Black-headed gull
1403,QHDYW3,Exiguobacterium_undae,0,Black-headed gull
1404,QHDYW3,Others,0.666340000000005,Black-headed gull
1405,QHFLR.1A,Catellicoccus_marimammalium,0.12477,NA
1406,QHFLR.1A,Escherichia_coli,0,NA
1407,QHFLR.1A,Saccharomyces_cerevisiae,0,NA
1408,QHFLR.1A,Exiguobacterium_undae,0,NA
1409,QHFLR.1A,Clostridium_perfringens,0,NA
1410,QHFLR.1A,Bradyrhizobium_viridifuturi,0,NA
1411,QHFLR.1A,Microcystis_aeruginosa,0,NA
1412,QHFLR.1A,Others,99.87523,NA
1413,QHFLR.1A,Unclassified,0,NA
1414,QHFMRA,Others,99.62272,Environment control
1415,QHFMRA,Escherichia_coli,0,Environment control
1416,QHFMRA,Unclassified,0,Environment control
1417,QHFMRA,Bradyrhizobium_viridifuturi,0,Environment control
1418,QHFMRA,Saccharomyces_cerevisiae,0,Environment control
1419,QHFMRA,Catellicoccus_marimammalium,0.37728,Environment control
1420,QHFMRA,Microcystis_aeruginosa,0,Environment control
1421,QHFMRA,Exiguobacterium_undae,0,Environment control
1422,QHFMRA,Clostridium_perfringens,0,Environment control
1423,QHFR13B,Saccharomyces_cerevisiae,0,Other birds
1424,QHFR13B,Escherichia_coli,0,Other birds
1425,QHFR13B,Clostridium_perfringens,0,Other birds
1426,QHFR13B,Catellicoccus_marimammalium,0,Other birds
1427,QHFR13B,Bradyrhizobium_viridifuturi,0,Other birds
1428,QHFR13B,Microcystis_aeruginosa,0,Other birds
1429,QHFR13B,Exiguobacterium_undae,0,Other birds
1430,QHFR13B,Others,0,Other birds
1431,QHFR13B,Unclassified,100,Other birds
1432,QHFR1B,Exiguobacterium_undae,0,Other birds
1433,QHFR1B,Clostridium_perfringens,0,Other birds
1434,QHFR1B,Saccharomyces_cerevisiae,0,Other birds
1435,QHFR1B,Others,0,Other birds
1436,QHFR1B,Catellicoccus_marimammalium,99.49372,Other birds
1437,QHFR1B,Escherichia_coli,0.50628,Other birds
1438,QHFR1B,Unclassified,0,Other birds
1439,QHFR1B,Microcystis_aeruginosa,0,Other birds
1440,QHFR1B,Bradyrhizobium_viridifuturi,0,Other birds
1441,QHFR20B,Unclassified,100,Other birds
1442,QHFR20B,Microcystis_aeruginosa,0,Other birds
1443,QHFR20B,Others,0,Other birds
1444,QHFR20B,Exiguobacterium_undae,0,Other birds
1445,QHFR20B,Clostridium_perfringens,0,Other birds
1446,QHFR20B,Bradyrhizobium_viridifuturi,0,Other birds
1447,QHFR20B,Catellicoccus_marimammalium,0,Other birds
1448,QHFR20B,Saccharomyces_cerevisiae,0,Other birds
1449,QHFR20B,Escherichia_coli,0,Other birds
1450,QHFR2B,Saccharomyces_cerevisiae,1.58502,Other birds
1451,QHFR2B,Others,9.46768,Other birds
1452,QHFR2B,Catellicoccus_marimammalium,85.48244,Other birds
1453,QHFR2B,Escherichia_coli,3.46486,Other birds
1454,QHFR2B,Bradyrhizobium_viridifuturi,0,Other birds
1455,QHFR2B,Microcystis_aeruginosa,0,Other birds
1456,QHFR2B,Unclassified,0,Other birds
1457,QHFR2B,Exiguobacterium_undae,0,Other birds
1458,QHFR2B,Clostridium_perfringens,0,Other birds
1459,QHFR31B,Clostridium_perfringens,0,Other birds
1460,QHFR31B,Microcystis_aeruginosa,0,Other birds
1461,QHFR31B,Unclassified,0,Other birds
1462,QHFR31B,Others,100,Other birds
1463,QHFR31B,Catellicoccus_marimammalium,0,Other birds
1464,QHFR31B,Escherichia_coli,0,Other birds
1465,QHFR31B,Saccharomyces_cerevisiae,0,Other birds
1466,QHFR31B,Exiguobacterium_undae,0,Other birds
1467,QHFR31B,Bradyrhizobium_viridifuturi,0,Other birds
1468,QHFR35B,Bradyrhizobium_viridifuturi,0,Other birds
1469,QHFR35B,Clostridium_perfringens,0,Other birds
1470,QHFR35B,Microcystis_aeruginosa,0,Other birds
1471,QHFR35B,Others,0,Other birds
1472,QHFR35B,Escherichia_coli,0,Other birds
1473,QHFR35B,Exiguobacterium_undae,0,Other birds
1474,QHFR35B,Unclassified,100,Other birds
1475,QHFR35B,Saccharomyces_cerevisiae,0,Other birds
1476,QHFR35B,Catellicoccus_marimammalium,0,Other birds
1477,QHFR3B,Catellicoccus_marimammalium,100,Other birds
1478,QHFR3B,Bradyrhizobium_viridifuturi,0,Other birds
1479,QHFR3B,Exiguobacterium_undae,0,Other birds
1480,QHFR3B,Escherichia_coli,0,Other birds
1481,QHFR3B,Saccharomyces_cerevisiae,0,Other birds
1482,QHFR3B,Others,0,Other birds
1483,QHFR3B,Clostridium_perfringens,0,Other birds
1484,QHFR3B,Microcystis_aeruginosa,0,Other birds
1485,QHFR3B,Unclassified,0,Other birds
1486,QHFR42B,Saccharomyces_cerevisiae,0,Other birds
1487,QHFR42B,Bradyrhizobium_viridifuturi,0,Other birds
1488,QHFR42B,Clostridium_perfringens,0,Other birds
1489,QHFR42B,Microcystis_aeruginosa,0,Other birds
1490,QHFR42B,Escherichia_coli,0,Other birds
1491,QHFR42B,Catellicoccus_marimammalium,0,Other birds
1492,QHFR42B,Exiguobacterium_undae,0,Other birds
1493,QHFR42B,Unclassified,100,Other birds
1494,QHFR42B,Others,0,Other birds
1495,QHFR46B,Catellicoccus_marimammalium,0,Other birds
1496,QHFR46B,Others,0,Other birds
1497,QHFR46B,Escherichia_coli,0,Other birds
1498,QHFR46B,Saccharomyces_cerevisiae,0,Other birds
1499,QHFR46B,Exiguobacterium_undae,0,Other birds
1500,QHFR46B,Unclassified,100,Other birds
1501,QHFR46B,Microcystis_aeruginosa,0,Other birds
1502,QHFR46B,Bradyrhizobium_viridifuturi,0,Other birds
1503,QHFR46B,Clostridium_perfringens,0,Other birds
1504,QHFR4B,Saccharomyces_cerevisiae,0,Other birds
1505,QHFR4B,Exiguobacterium_undae,0,Other birds
1506,QHFR4B,Escherichia_coli,0,Other birds
1507,QHFR4B,Catellicoccus_marimammalium,0,Other birds
1508,QHFR4B,Bradyrhizobium_viridifuturi,0,Other birds
1509,QHFR4B,Others,0,Other birds
1510,QHFR4B,Unclassified,100,Other birds
1511,QHFR4B,Microcystis_aeruginosa,0,Other birds
1512,QHFR4B,Clostridium_perfringens,0,Other birds
1513,QHFR5B,Catellicoccus_marimammalium,0,Other birds
1514,QHFR5B,Bradyrhizobium_viridifuturi,0,Other birds
1515,QHFR5B,Escherichia_coli,0,Other birds
1516,QHFR5B,Clostridium_perfringens,0,Other birds
1517,QHFR5B,Saccharomyces_cerevisiae,0,Other birds
1518,QHFR5B,Exiguobacterium_undae,0,Other birds
1519,QHFR5B,Others,0,Other birds
1520,QHFR5B,Microcystis_aeruginosa,0,Other birds
1521,QHFR5B,Unclassified,100,Other birds
1522,QHFR7B,Others,61.45868,Other birds
1523,QHFR7B,Microcystis_aeruginosa,0,Other birds
1524,QHFR7B,Unclassified,0,Other birds
1525,QHFR7B,Exiguobacterium_undae,0,Other birds
1526,QHFR7B,Clostridium_perfringens,0,Other birds
1527,QHFR7B,Saccharomyces_cerevisiae,0,Other birds
1528,QHFR7B,Bradyrhizobium_viridifuturi,0,Other birds
1529,QHFR7B,Catellicoccus_marimammalium,0,Other birds
1530,QHFR7B,Escherichia_coli,38.54132,Other birds
1531,QHGR12B,Bradyrhizobium_viridifuturi,0,Black-headed gull
1532,QHGR12B,Microcystis_aeruginosa,0,Black-headed gull
1533,QHGR12B,Catellicoccus_marimammalium,99.15741,Black-headed gull
1534,QHGR12B,Escherichia_coli,0.75875,Black-headed gull
1535,QHGR12B,Clostridium_perfringens,0,Black-headed gull
1536,QHGR12B,Saccharomyces_cerevisiae,0.08384,Black-headed gull
1537,QHGR12B,Unclassified,0,Black-headed gull
1538,QHGR12B,Others,0,Black-headed gull
1539,QHGR12B,Exiguobacterium_undae,0,Black-headed gull
1540,QHGR22B,Unclassified,0,Black-headed gull
1541,QHGR22B,Saccharomyces_cerevisiae,0.05643,Black-headed gull
1542,QHGR22B,Clostridium_perfringens,0,Black-headed gull
1543,QHGR22B,Others,0,Black-headed gull
1544,QHGR22B,Escherichia_coli,0,Black-headed gull
1545,QHGR22B,Microcystis_aeruginosa,0,Black-headed gull
1546,QHGR22B,Exiguobacterium_undae,0,Black-headed gull
1547,QHGR22B,Bradyrhizobium_viridifuturi,0,Black-headed gull
1548,QHGR22B,Catellicoccus_marimammalium,99.94357,Black-headed gull
1549,QHGR30B,Others,0.105599999999995,Black-headed gull
1550,QHGR30B,Bradyrhizobium_viridifuturi,0,Black-headed gull
1551,QHGR30B,Unclassified,0,Black-headed gull
1552,QHGR30B,Clostridium_perfringens,0,Black-headed gull
1553,QHGR30B,Escherichia_coli,0,Black-headed gull
1554,QHGR30B,Microcystis_aeruginosa,0,Black-headed gull
1555,QHGR30B,Saccharomyces_cerevisiae,0,Black-headed gull
1556,QHGR30B,Catellicoccus_marimammalium,99.8944,Black-headed gull
1557,QHGR30B,Exiguobacterium_undae,0,Black-headed gull
1558,QHGR35B,Bradyrhizobium_viridifuturi,0,Black-headed gull
1559,QHGR35B,Clostridium_perfringens,0,Black-headed gull
1560,QHGR35B,Catellicoccus_marimammalium,99.3546,Black-headed gull
1561,QHGR35B,Escherichia_coli,0,Black-headed gull
1562,QHGR35B,Exiguobacterium_undae,0,Black-headed gull
1563,QHGR35B,Others,0.645399999999995,Black-headed gull
1564,QHGR35B,Saccharomyces_cerevisiae,0,Black-headed gull
1565,QHGR35B,Microcystis_aeruginosa,0,Black-headed gull
1566,QHGR35B,Unclassified,0,Black-headed gull
1567,QHGR38B,Saccharomyces_cerevisiae,0.10351,Black-headed gull
1568,QHGR38B,Escherichia_coli,0,Black-headed gull
1569,QHGR38B,Exiguobacterium_undae,0,Black-headed gull
1570,QHGR38B,Others,0.0858300000000014,Black-headed gull
1571,QHGR38B,Catellicoccus_marimammalium,99.81066,Black-headed gull
1572,QHGR38B,Microcystis_aeruginosa,0,Black-headed gull
1573,QHGR38B,Unclassified,0,Black-headed gull
1574,QHGR38B,Clostridium_perfringens,0,Black-headed gull
1575,QHGR38B,Bradyrhizobium_viridifuturi,0,Black-headed gull
1576,QHGR8B,Microcystis_aeruginosa,0,Black-headed gull
1577,QHGR8B,Others,3.97271000000001,Black-headed gull
1578,QHGR8B,Unclassified,0,Black-headed gull
1579,QHGR8B,Catellicoccus_marimammalium,96.02729,Black-headed gull
1580,QHGR8B,Clostridium_perfringens,0,Black-headed gull
1581,QHGR8B,Bradyrhizobium_viridifuturi,0,Black-headed gull
1582,QHGR8B,Escherichia_coli,0,Black-headed gull
1583,QHGR8B,Exiguobacterium_undae,0,Black-headed gull
1584,QHGR8B,Saccharomyces_cerevisiae,0,Black-headed gull
1585,QHLW,Escherichia_coli,0,Environment control
1586,QHLW,Saccharomyces_cerevisiae,0,Environment control
1587,QHLW,Catellicoccus_marimammalium,0,Environment control
1588,QHLW,Bradyrhizobium_viridifuturi,0,Environment control
1589,QHLW,Exiguobacterium_undae,0,Environment control
1590,QHLW,Clostridium_perfringens,0,Environment control
1591,QHLW,Microcystis_aeruginosa,0,Environment control
1592,QHLW,Others,0,Environment control
1593,QHLW,Unclassified,100,Environment control
1594,QHMB10RA,Catellicoccus_marimammalium,99.9885,Black-headed gull
1595,QHMB10RA,Saccharomyces_cerevisiae,0.00322,Black-headed gull
1596,QHMB10RA,Clostridium_perfringens,0,Black-headed gull
1597,QHMB10RA,Escherichia_coli,0,Black-headed gull
1598,QHMB10RA,Exiguobacterium_undae,0,Black-headed gull
1599,QHMB10RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1600,QHMB10RA,Microcystis_aeruginosa,0,Black-headed gull
1601,QHMB10RA,Unclassified,0,Black-headed gull
1602,QHMB10RA,Others,0.00827999999999918,Black-headed gull
1603,QHMB16RA,Unclassified,0,Black-headed gull
1604,QHMB16RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1605,QHMB16RA,Others,3.83505000000001,Black-headed gull
1606,QHMB16RA,Catellicoccus_marimammalium,92.2027,Black-headed gull
1607,QHMB16RA,Clostridium_perfringens,0,Black-headed gull
1608,QHMB16RA,Exiguobacterium_undae,0,Black-headed gull
1609,QHMB16RA,Microcystis_aeruginosa,0,Black-headed gull
1610,QHMB16RA,Escherichia_coli,0.05805,Black-headed gull
1611,QHMB16RA,Saccharomyces_cerevisiae,3.9042,Black-headed gull
1612,QHMB2RA,Catellicoccus_marimammalium,100,Black-headed gull
1613,QHMB2RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1614,QHMB2RA,Escherichia_coli,0,Black-headed gull
1615,QHMB2RA,Saccharomyces_cerevisiae,0,Black-headed gull
1616,QHMB2RA,Clostridium_perfringens,0,Black-headed gull
1617,QHMB2RA,Microcystis_aeruginosa,0,Black-headed gull
1618,QHMB2RA,Unclassified,0,Black-headed gull
1619,QHMB2RA,Others,0,Black-headed gull
1620,QHMB2RA,Exiguobacterium_undae,0,Black-headed gull
1621,QHMG1,Microcystis_aeruginosa,0,NA
1622,QHMG1,Unclassified,0,NA
1623,QHMG1,Others,4.44068,NA
1624,QHMG1,Exiguobacterium_undae,0.01761,NA
1625,QHMG1,Clostridium_perfringens,0.01075,NA
1626,QHMG1,Saccharomyces_cerevisiae,0.02422,NA
1627,QHMG1,Escherichia_coli,0.26043,NA
1628,QHMG1,Catellicoccus_marimammalium,95.24631,NA
1629,QHMG1,Bradyrhizobium_viridifuturi,0,NA
1630,QHMG10RA,Microcystis_aeruginosa,0,Black-headed gull
1631,QHMG10RA,Exiguobacterium_undae,0,Black-headed gull
1632,QHMG10RA,Unclassified,0,Black-headed gull
1633,QHMG10RA,Others,0,Black-headed gull
1634,QHMG10RA,Escherichia_coli,0,Black-headed gull
1635,QHMG10RA,Saccharomyces_cerevisiae,0,Black-headed gull
1636,QHMG10RA,Clostridium_perfringens,0,Black-headed gull
1637,QHMG10RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1638,QHMG10RA,Catellicoccus_marimammalium,100,Black-headed gull
1639,QHMG1RA,Catellicoccus_marimammalium,72.92607,Black-headed gull
1640,QHMG1RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1641,QHMG1RA,Exiguobacterium_undae,0,Black-headed gull
1642,QHMG1RA,Clostridium_perfringens,0,Black-headed gull
1643,QHMG1RA,Saccharomyces_cerevisiae,24.98932,Black-headed gull
1644,QHMG1RA,Others,2.08461,Black-headed gull
1645,QHMG1RA,Escherichia_coli,0,Black-headed gull
1646,QHMG1RA,Unclassified,0,Black-headed gull
1647,QHMG1RA,Microcystis_aeruginosa,0,Black-headed gull
1648,QHMG2,Escherichia_coli,2.1423,NA
1649,QHMG2,Bradyrhizobium_viridifuturi,0,NA
1650,QHMG2,Catellicoccus_marimammalium,82.79119,NA
1651,QHMG2,Others,7.92653,NA
1652,QHMG2,Saccharomyces_cerevisiae,4.18144,NA
1653,QHMG2,Unclassified,0,NA
1654,QHMG2,Clostridium_perfringens,0,NA
1655,QHMG2,Microcystis_aeruginosa,0,NA
1656,QHMG2,Exiguobacterium_undae,2.95854,NA
1657,QHMG6RA,Others,12.13435,Black-headed gull
1658,QHMG6RA,Catellicoccus_marimammalium,86.99198,Black-headed gull
1659,QHMG6RA,Microcystis_aeruginosa,0,Black-headed gull
1660,QHMG6RA,Clostridium_perfringens,0,Black-headed gull
1661,QHMG6RA,Unclassified,0,Black-headed gull
1662,QHMG6RA,Exiguobacterium_undae,0,Black-headed gull
1663,QHMG6RA,Escherichia_coli,0,Black-headed gull
1664,QHMG6RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1665,QHMG6RA,Saccharomyces_cerevisiae,0.87367,Black-headed gull
1666,QHMGD1A,Escherichia_coli,0.00364,Black-headed gull
1667,QHMGD1A,Catellicoccus_marimammalium,99.95656,Black-headed gull
1668,QHMGD1A,Bradyrhizobium_viridifuturi,0,Black-headed gull
1669,QHMGD1A,Saccharomyces_cerevisiae,0.0232,Black-headed gull
1670,QHMGD1A,Exiguobacterium_undae,0,Black-headed gull
1671,QHMGD1A,Microcystis_aeruginosa,0,Black-headed gull
1672,QHMGD1A,Clostridium_perfringens,0,Black-headed gull
1673,QHMGD1A,Others,0.0165999999999968,Black-headed gull
1674,QHMGD1A,Unclassified,0,Black-headed gull
1675,QHMGR5B,Exiguobacterium_undae,0,Black-headed gull
1676,QHMGR5B,Saccharomyces_cerevisiae,1.23631,Black-headed gull
1677,QHMGR5B,Unclassified,0,Black-headed gull
1678,QHMGR5B,Clostridium_perfringens,0,Black-headed gull
1679,QHMGR5B,Escherichia_coli,0,Black-headed gull
1680,QHMGR5B,Bradyrhizobium_viridifuturi,0,Black-headed gull
1681,QHMGR5B,Catellicoccus_marimammalium,98.76369,Black-headed gull
1682,QHMGR5B,Microcystis_aeruginosa,0,Black-headed gull
1683,QHMGR5B,Others,0,Black-headed gull
1684,QHMGR7B,Others,0,Black-headed gull
1685,QHMGR7B,Microcystis_aeruginosa,0,Black-headed gull
1686,QHMGR7B,Unclassified,0,Black-headed gull
1687,QHMGR7B,Clostridium_perfringens,0,Black-headed gull
1688,QHMGR7B,Exiguobacterium_undae,0,Black-headed gull
1689,QHMGR7B,Saccharomyces_cerevisiae,7.53695,Black-headed gull
1690,QHMGR7B,Bradyrhizobium_viridifuturi,0,Black-headed gull
1691,QHMGR7B,Catellicoccus_marimammalium,92.46305,Black-headed gull
1692,QHMGR7B,Escherichia_coli,0,Black-headed gull
1693,QHMW1,Bradyrhizobium_viridifuturi,0,NA
1694,QHMW1,Catellicoccus_marimammalium,96.46719,NA
1695,QHMW1,Escherichia_coli,0.49454,NA
1696,QHMW1,Saccharomyces_cerevisiae,2.04463,NA
1697,QHMW1,Exiguobacterium_undae,0,NA
1698,QHMW1,Clostridium_perfringens,0,NA
1699,QHMW1,Microcystis_aeruginosa,0,NA
1700,QHMW1,Unclassified,0,NA
1701,QHMW1,Others,0.993639999999999,NA
1702,QHMW1RA,Clostridium_perfringens,0,Black-headed gull
1703,QHMW1RA,Escherichia_coli,0.30271,Black-headed gull
1704,QHMW1RA,Microcystis_aeruginosa,0.00166,Black-headed gull
1705,QHMW1RA,Unclassified,0,Black-headed gull
1706,QHMW1RA,Catellicoccus_marimammalium,98.78182,Black-headed gull
1707,QHMW1RA,Others,0.913809999999998,Black-headed gull
1708,QHMW1RA,Saccharomyces_cerevisiae,0,Black-headed gull
1709,QHMW1RA,Exiguobacterium_undae,0,Black-headed gull
1710,QHMW1RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1711,QHMW2,Bradyrhizobium_viridifuturi,0,NA
1712,QHMW2,Catellicoccus_marimammalium,99.87861,NA
1713,QHMW2,Escherichia_coli,0.00108,NA
1714,QHMW2,Saccharomyces_cerevisiae,0,NA
1715,QHMW2,Exiguobacterium_undae,0,NA
1716,QHMW2,Clostridium_perfringens,0,NA
1717,QHMW2,Microcystis_aeruginosa,0,NA
1718,QHMW2,Unclassified,0,NA
1719,QHMW2,Others,0.120310000000003,NA
1720,QHMW3,Bradyrhizobium_viridifuturi,0,NA
1721,QHMW3,Catellicoccus_marimammalium,91.10283,NA
1722,QHMW3,Escherichia_coli,0,NA
1723,QHMW3,Saccharomyces_cerevisiae,0.09199,NA
1724,QHMW3,Exiguobacterium_undae,0,NA
1725,QHMW3,Clostridium_perfringens,0,NA
1726,QHMW3,Microcystis_aeruginosa,0,NA
1727,QHMW3,Unclassified,0,NA
1728,QHMW3,Others,8.80518000000001,NA
1729,QHMW3RA,Clostridium_perfringens,0,Black-headed gull
1730,QHMW3RA,Escherichia_coli,0,Black-headed gull
1731,QHMW3RA,Saccharomyces_cerevisiae,0,Black-headed gull
1732,QHMW3RA,Exiguobacterium_undae,0,Black-headed gull
1733,QHMW3RA,Catellicoccus_marimammalium,100,Black-headed gull
1734,QHMW3RA,Microcystis_aeruginosa,0,Black-headed gull
1735,QHMW3RA,Unclassified,0,Black-headed gull
1736,QHMW3RA,Others,0,Black-headed gull
1737,QHMW3RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1738,QHMW5RA,Others,0,Black-headed gull
1739,QHMW5RA,Microcystis_aeruginosa,0,Black-headed gull
1740,QHMW5RA,Unclassified,0,Black-headed gull
1741,QHMW5RA,Saccharomyces_cerevisiae,0,Black-headed gull
1742,QHMW5RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1743,QHMW5RA,Catellicoccus_marimammalium,100,Black-headed gull
1744,QHMW5RA,Escherichia_coli,0,Black-headed gull
1745,QHMW5RA,Exiguobacterium_undae,0,Black-headed gull
1746,QHMW5RA,Clostridium_perfringens,0,Black-headed gull
1747,QHMY10RA,Catellicoccus_marimammalium,96.5658,Black-headed gull
1748,QHMY10RA,Saccharomyces_cerevisiae,2.9283,Black-headed gull
1749,QHMY10RA,Exiguobacterium_undae,0,Black-headed gull
1750,QHMY10RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1751,QHMY10RA,Escherichia_coli,0,Black-headed gull
1752,QHMY10RA,Others,0.505899999999997,Black-headed gull
1753,QHMY10RA,Clostridium_perfringens,0,Black-headed gull
1754,QHMY10RA,Microcystis_aeruginosa,0,Black-headed gull
1755,QHMY10RA,Unclassified,0,Black-headed gull
1756,QHMY19RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1757,QHMY19RA,Catellicoccus_marimammalium,92.98142,Black-headed gull
1758,QHMY19RA,Escherichia_coli,0,Black-headed gull
1759,QHMY19RA,Saccharomyces_cerevisiae,1.53122,Black-headed gull
1760,QHMY19RA,Unclassified,0,Black-headed gull
1761,QHMY19RA,Exiguobacterium_undae,0,Black-headed gull
1762,QHMY19RA,Clostridium_perfringens,0,Black-headed gull
1763,QHMY19RA,Microcystis_aeruginosa,0,Black-headed gull
1764,QHMY19RA,Others,5.48736,Black-headed gull
1765,QHMY3RA,Others,0.417010000000005,Black-headed gull
1766,QHMY3RA,Clostridium_perfringens,0,Black-headed gull
1767,QHMY3RA,Unclassified,0,Black-headed gull
1768,QHMY3RA,Catellicoccus_marimammalium,98.71289,Black-headed gull
1769,QHMY3RA,Escherichia_coli,0.01742,Black-headed gull
1770,QHMY3RA,Microcystis_aeruginosa,0,Black-headed gull
1771,QHMY3RA,Bradyrhizobium_viridifuturi,0,Black-headed gull
1772,QHMY3RA,Saccharomyces_cerevisiae,0.85268,Black-headed gull
1773,QHMY3RA,Exiguobacterium_undae,0,Black-headed gull
1774,QHMYD2A,Bradyrhizobium_viridifuturi,0,Black-headed gull
1775,QHMYD2A,Exiguobacterium_undae,0,Black-headed gull
1776,QHMYD2A,Saccharomyces_cerevisiae,0.02858,Black-headed gull
1777,QHMYD2A,Unclassified,0,Black-headed gull
1778,QHMYD2A,Catellicoccus_marimammalium,99.9654,Black-headed gull
1779,QHMYD2A,Escherichia_coli,0.00403,Black-headed gull
1780,QHMYD2A,Microcystis_aeruginosa,0,Black-headed gull
1781,QHMYD2A,Others,0.00198999999999216,Black-headed gull
1782,QHMYD2A,Clostridium_perfringens,0,Black-headed gull
1783,QHMYD4A,Clostridium_perfringens,0,Black-headed gull
1784,QHMYD4A,Escherichia_coli,0,Black-headed gull
1785,QHMYD4A,Saccharomyces_cerevisiae,14.67735,Black-headed gull
1786,QHMYD4A,Exiguobacterium_undae,0,Black-headed gull
1787,QHMYD4A,Microcystis_aeruginosa,0,Black-headed gull
1788,QHMYD4A,Unclassified,0,Black-headed gull
1789,QHMYD4A,Others,0,Black-headed gull
1790,QHMYD4A,Bradyrhizobium_viridifuturi,0,Black-headed gull
1791,QHMYD4A,Catellicoccus_marimammalium,85.32265,Black-headed gull
1792,QHMYR3A,Bradyrhizobium_viridifuturi,0,Black-headed gull
1793,QHMYR3A,Microcystis_aeruginosa,0,Black-headed gull
1794,QHMYR3A,Unclassified,0,Black-headed gull
1795,QHMYR3A,Others,0,Black-headed gull
1796,QHMYR3A,Exiguobacterium_undae,0,Black-headed gull
1797,QHMYR3A,Catellicoccus_marimammalium,99.96966,Black-headed gull
1798,QHMYR3A,Escherichia_coli,0,Black-headed gull
1799,QHMYR3A,Saccharomyces_cerevisiae,0.03034,Black-headed gull
1800,QHMYR3A,Clostridium_perfringens,0,Black-headed gull
1801,QHMYW1,Others,2.96456000000001,NA
1802,QHMYW1,Bradyrhizobium_viridifuturi,0,NA
1803,QHMYW1,Catellicoccus_marimammalium,96.3429,NA
1804,QHMYW1,Escherichia_coli,0.00508,NA
1805,QHMYW1,Clostridium_perfringens,0.00052,NA
1806,QHMYW1,Microcystis_aeruginosa,0,NA
1807,QHMYW1,Saccharomyces_cerevisiae,0.68694,NA
1808,QHMYW1,Exiguobacterium_undae,0,NA
1809,QHMYW1,Unclassified,0,NA
1810,QHMYW2,Escherichia_coli,0,NA
1811,QHMYW2,Saccharomyces_cerevisiae,1.02236,NA
1812,QHMYW2,Bradyrhizobium_viridifuturi,0,NA
1813,QHMYW2,Catellicoccus_marimammalium,97.89016,NA
1814,QHMYW2,Clostridium_perfringens,0,NA
1815,QHMYW2,Microcystis_aeruginosa,0,NA
1816,QHMYW2,Exiguobacterium_undae,0,NA
1817,QHMYW2,Others,1.08748,NA
1818,QHMYW2,Unclassified,0,NA
1819,QHMYW3,Escherichia_coli,0.61357,NA
1820,QHMYW3,Saccharomyces_cerevisiae,1.90084,NA
1821,QHMYW3,Exiguobacterium_undae,0,NA
1822,QHMYW3,Clostridium_perfringens,0,NA
1823,QHMYW3,Microcystis_aeruginosa,0,NA
1824,QHMYW3,Unclassified,0,NA
1825,QHMYW3,Others,1.18900000000001,NA
1826,QHMYW3,Catellicoccus_marimammalium,96.29659,NA
1827,QHMYW3,Bradyrhizobium_viridifuturi,0,NA
1828,QHPA,Bradyrhizobium_viridifuturi,0,Environment control
1829,QHPA,Escherichia_coli,0,Environment control
1830,QHPA,Saccharomyces_cerevisiae,0,Environment control
1831,QHPA,Exiguobacterium_undae,0,Environment control
1832,QHPA,Catellicoccus_marimammalium,0,Environment control
1833,QHPA,Others,0,Environment control
1834,QHPA,Clostridium_perfringens,0,Environment control
1835,QHPA,Microcystis_aeruginosa,0,Environment control
1836,QHPA,Unclassified,100,Environment control
1837,QHPDA,Bradyrhizobium_viridifuturi,0,Environment control
1838,QHPDA,Catellicoccus_marimammalium,0,Environment control
1839,QHPDA,Escherichia_coli,0,Environment control
1840,QHPDA,Saccharomyces_cerevisiae,0,Environment control
1841,QHPDA,Exiguobacterium_undae,0,Environment control
1842,QHPDA,Clostridium_perfringens,0,Environment control
1843,QHPDA,Microcystis_aeruginosa,0,Environment control
1844,QHPDA,Unclassified,0,Environment control
1845,QHPDA,Others,100,Environment control
1846,QHPT1RA,Clostridium_perfringens,0,Other birds
1847,QHPT1RA,Microcystis_aeruginosa,0,Other birds
1848,QHPT1RA,Unclassified,100,Other birds
1849,QHPT1RA,Others,0,Other birds
1850,QHPT1RA,Saccharomyces_cerevisiae,0,Other birds
1851,QHPT1RA,Bradyrhizobium_viridifuturi,0,Other birds
